,created_at,id,reply_to_id,coordinates,place,retweet_count,favorite_count,lang,source,is_quote_status,user_id,user_loc,verified,followers_count,friends_count,favourites_count,statuses_count,listed_count,user_created_at,screen_name,user_description,text,tweet category,2017 Pew Research Typology
6631,5/3/2021 18:03,1390000000000000000,,,,166,0,en,Twitter for iPad,False,3317206478,"Tacoma, Washington",False,2000,2244,86578,90451,7,8/16/2015 22:49,KruminsAlex,"Former Noxell Rep (Noxzema & Covergirl) 35+yrs w/puters, Sales MicroPro (WordStar), ComputerLand Corporate Product Mgr. 💚Fan since ‘74! Pls No DM’s! I’m fine!",RT @realTuckFrumper: Report: Joe Biden is Preparing to Pass Infrastructure Bill Without Republican Support https://t.co/Va0wrVnwo3,,4
12388,5/1/2021 1:22,1390000000000000000,,,,117,0,en,Twitter for iPhone,False,2242954477,,False,435,422,30560,58889,2,12/12/2013 21:38,jarysstuff,"Gardener, collector,",RT @RepFredKeller: President Biden's so-called ‘infrastructure plan’ is not infrastructure. Two months removed from the last multi-trillion…,,4
1506,5/5/2021 22:32,1390000000000000000,,,,3,8,en,Twitter Web App,False,2985946822,"London, but on the move",False,10546,11002,19994,53460,75,1/19/2015 15:21,CultrHack,"Author/historian (Duke Ellington's America, Who's In The Money?) musician/songwriter, man about town, culture hack, Yankee in London, Senior Lecturer. Photo:JCS","Yeah, don't worry, we knew, Mitch

It's been your unpatriotic M.O. since Jan 2009

Yet you asked @POTUS for bipartisan legislation repeatedly in recent months

Biden &amp; his team have been trying to work w/ you on infrastructure bill, etc

But you'd rather stiff the American people https://t.co/uBUR1aLYyW",,-4
7008,5/3/2021 15:43,1390000000000000000,,,,23,0,en,Twitter for iPhone,False,278885890,Rock Hill South Carolina,False,335,2034,1033,24179,2,4/8/2011 4:53,brenttm00,,"RT @realDailyWire: Report: Biden Already Backing Off Infrastructure Plan, White House Considering ‘Breaking Up’ Trillion Dollar Bill https:…",,4
2761,5/5/2021 4:27,1390000000000000000,1380000000000000000,,,0,1,en,Twitter Web App,False,15295503,"Los Angeles, CA",True,28794,5971,34130,1366,1647,7/2/2008 5:38,JessicaGottlieb,Old white lady who is out of touch with reality         #MyTeenWroteMyBio         https://t.co/b3PpF3Ssn1   she/her,@adamscrabble @fjmkhan @FactSparrow does Biden's infrastructure bill create thousands of new agencies?,,4
988,5/6/2021 9:07,1390000000000000000,,,,49,0,en,Twitter for iPhone,False,3925898900,"Lee's Summit, MO",False,795,1284,14774,16352,0,10/17/2015 14:53,USWA3571,I’d vote for an old Yellow dog before I’d vote for any Republican,"RT @PuestoLoco: @SenateDems WHEN will Joe Biden’s @POTUS administration effectively be over?
 
In May, when Joe Manchin kills HR1/S1 voting…",,-2
16490,4/30/2021 3:10,1390000000000000000,,,,13,0,en,Twitter for Android,False,611789295,,False,340,190,146685,64018,3,6/18/2012 14:07,pascalmolineaux,"Desarrollo ambientalmente sostenible, docente universitario.","RT @CJAOurPower: Environmental Justice Communities Call on @JoeBiden @POTUS to Go BIGGER, BOLDER and FASTER for a CLIMATE, CARE and INFRAST…",,-2
15137,4/30/2021 14:48,1390000000000000000,,,,145,0,en,Twitter for Android,False,28455424,new york,False,114,726,985,4743,2,4/3/2009 0:11,sabrahardy,"heart of gold,, strong bold, big good, native new yorker, fearless adventurous","RT @MSNBC: .@SRuhle: ""According to US News &amp; World Report, West Virginia ranks 45th in education, 47th in health care, 48th on the economy,…",,-2
4753,5/4/2021 12:14,1390000000000000000,,,,202,0,en,Twitter for iPad,False,15127353,Middle Tennessee,False,307,901,60880,65760,4,6/15/2008 19:45,CrankitLoud,US Air Force - Retired IYAAYAS!,RT @RepDLesko: Biden has already signed a nearly $2 trillion so-called “COVID-19 relief” bill. Now he’s pushing a $2 trillion “infrastructu…,,4
2712,5/5/2021 5:29,1390000000000000000,,,,184,0,en,Twitter for iPad,False,586300925,Tucson Arizona🌵☀️,False,2062,3370,109717,123222,4,5/21/2012 6:24,robo67pineda,"🇺🇸🇪🇸🇵🇹🇲🇽🏳️‍🌈 Husband, Proud Dad to Max and Lexie. Animal advocate. #resist #BLUEWAVE2022","RT @santiagomayer_: Reminder: 

Joe Biden wanted to negotiate on the infrastructure bill until Mitch McConnell said there’d be no Republica…",,-4
8558,5/2/2021 22:49,1390000000000000000,,,"Place(_api=<tweepy.api.API object at 0x000002771CE9AA58>, id='01ac111b56598f45', url='https://api.twitter.com/1.1/geo/id/01ac111b56598f45.json', place_type='city', name='Cherryville', full_name='Cherryville, NJ', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002771CE9AA58>, type='Polygon', coordinates=[[[-74.914041, 40.540512], [-74.859443, 40.540512], [-74.859443, 40.584284], [-74.914041, 40.584284]]]), attributes={})",0,0,en,Twitter for Android,False,4919003235,"New Jersey, USA",False,55,51,1148,3945,2,2/16/2016 12:10,obviousman69,,"It's un-fucking-believeable, its as if #MoscowMitch elected himself. Kentucky had a 57 year old bridge that Ol'turtle-head  says should be replaced. But, No KY citizens are getting screwed without the ky. Mcconnell won't agree to Biden's infrastructure bill. Who's he working for?",,-4
4357,5/4/2021 15:06,1390000000000000000,,,,13,0,en,Twitter for iPad,False,447905333,"Ohio, USA",False,836,1338,149005,56464,6,12/27/2011 11:42,apuchine,"Shamanic Practitioner, Counselor, Life Coach, Expat wannabe- Hearts desire to take refuge in Dingle Ireland Pint in hand-Enjoying a great ""Craic""",RT @gscucci: That subway disaster in Mexico City is why we need in infrastructure bill. Prove me wrong.,,-4
5879,5/3/2021 23:28,1390000000000000000,,,,1,0,en,Twitter for iPhone,False,279073003,"Honesdale, PA",False,79,385,8165,1027,1,4/8/2011 14:47,Blackeywhite73,,"RT @WaysandMeansGOP: .@HouseGOP wants to pass an infrastructure bill that funds roads and bridges.

Democrats want to pass an “infrastructu…",,4
3111,5/5/2021 1:19,1390000000000000000,,,,0,1,en,Twitter for iPad,False,3070270996,"Wisconsin, USA",False,10417,9367,17177,17163,14,3/4/2015 16:16,MyPenny_x2,"The time we have to save our democracy is running out. Please vote responsibly. We can make social progress but not if we lose the White House, Senate & House.",Besides being able to pass the infrastructure bill Democrats can use hat against the Republicans during an election. #Maddow,,-4
12396,5/1/2021 1:18,1390000000000000000,,,,748,0,en,Twitter for Android,False,31636932,Phoenix,False,409,2795,27991,10504,12,4/16/2009 4:04,btrethewy,"Former media critic, marketing & comm manager, human rights activist, political junkie. My opinions are my own.","RT @TheRickyDavila: This morning, @MSNBC’s Stephanie Ruhle destroyed GQP bigoted Gov Jim Justice over the anti-Trans bill banning Trans chi…",,-4
16180,4/30/2021 5:40,1390000000000000000,1390000000000000000,,,0,0,en,Twitter Web App,False,3315762129,"El Cajon, CA",False,99,139,1196,4725,0,6/9/2015 20:20,Steve018770,Hi everyone! Retired Electro-Mechanical Designer here. I appreciate followers and I do follow back but I don't collect them. NO DMs Please. Thanks All!,"@Jesus_is_G_d @__Kimberly1 I don't know where you are getting your information from but Biden has exceeded the goals he set for his first 100 days for Covid, has brought us back into the WHO and the Paris accord, introduced extensive infrastructure reform with the H1S1 bill. /1",,-4
872,5/6/2021 12:00,1390000000000000000,,,,0,0,en,Twitter Web App,False,3195785358,World,False,878,2437,79317,33611,3,5/15/2015 2:05,DJW_Perth,"Go Greta #BunnyHugger ... Offended by immorality of #FoxNews & #OANN, etc.,","Now that GOPs have seen Biden's a winner on the pandemic Rescue Plan, you'd expect them to carry some of the water for the Infrastructure bill .. n'est pas
https://t.co/qqaYJTSW4Q",,-4
8713,5/2/2021 21:10,1390000000000000000,,,,54,0,en,Twitter for iPhone,False,347421053,"Nashville, TN",False,162,236,50040,33232,1,8/2/2011 19:35,ScubaSteve015,,"RT @SheriffClarke: GOP congress had a chance to take care of this under President Trump. They never got Trump a bill.

Biden, Republicans S…",,-4
11775,5/1/2021 11:14,1390000000000000000,,,,6,0,en,Twitter Web App,False,1345940180,,False,9078,4890,389102,491530,118,4/12/2013 4:07,PaulSorrentino3,,"RT @billscher: “Asked on Friday if the $2.3 trillion bill was too big, Manchin responded: ‘In one chunk? Absolutely.’

""’I think we should…",,4
15016,4/30/2021 14:59,1390000000000000000,,,,748,0,en,Twitter for Android,False,14959741,vermont,False,3187,2197,44454,228319,297,5/31/2008 1:48,vtknitboy,Sober. Gay. Vermont knitter/crocheter. 16 yo rescue kitty tigger.  #BidenHarris2020,"RT @TheRickyDavila: This morning, @MSNBC’s Stephanie Ruhle destroyed GQP bigoted Gov Jim Justice over the anti-Trans bill banning Trans chi…",,-4
13623,4/30/2021 17:56,1390000000000000000,,,,117,0,en,Twitter for Android,False,3486290056,"Florida, USA",False,46,510,2668,2534,0,8/30/2015 1:52,sherrishelleym1,,RT @RepFredKeller: President Biden's so-called ‘infrastructure plan’ is not infrastructure. Two months removed from the last multi-trillion…,,4
8864,5/2/2021 19:57,1390000000000000000,,,,7,18,en,Twitter Media Studio,False,1623308912,MO-08,True,34358,932,113,4119,772,7/26/2013 16:13,RepJasonSmith,@housebudgetGOP Leader. Farmer. 7th generation Missourian. Conservative fighting for Missouri’s working class and small businesses. Serving Southern Missouri.,The Biden administration has been a bait and switch the entire time. Their “COVID bill” was a blue state bailout. Their “Infrastructure bill” funds the Green New Deal and Medicaid. Say one thing and do another. https://t.co/RKfX7hFjNO,,4
9729,5/2/2021 15:18,1390000000000000000,,,,496,0,en,Twitter for iPhone,False,15965107,,False,3511,3946,150542,184333,3,8/24/2008 3:09,MarilynHanbyDur,"Mother of 2grand to three,learn new cultures. Love my church and workg for our city. Hooked on politics and want to return our country to reasonable leadership.","RT @DearAuntCrabby: Repub Politicians are such idiots
An Infrastructure Bill would NOT ONLY create construction jobs. It would also mean:
E…",,-4
